Symptoms,Herbs_ID,Formulation
Joint pains,70,"Black gram powder paste is made by adding little sesame oil. This paste is applied luke warm, over the joints to Masha Teramnus labialis, Fabaceae Vernacular names reduce the swelling as well as to relieve the pain. This remedy is useful in both rheumatoid arthritis and osteoarthritis."
Joint pains,75,Internal administration of 3gms of Mundi powder with 3gms of Dried ginger powder with warm water twice daily relieves arthritis (joint pains).
Joint pains,81,"Take 20 nirgundi leaves and cut into small pieces. Put into a pan,slightly warm leaves by adding sesame oil and applied over the joint with cotton cloth bandage. This kind of poutlies are helpful to relieve the joint pain and swelling."
Joint pains,84,"Leaves paste of parisha and little castor oil are fried in pan. Applied this poultices Parisha (Kapitana) Thespesia populnea, Malvaceae Vernacular names over the inflamed joints to get the relief from joint pains."
Joint pains,85,"Grind 7 fresh leaves into a poultice. Apply the poultice evenly to the affected area twice a day, morning and night, as often as needed to get the relief from joint pains."
Joint pains,94,Sesame oil processed in Mexican poppy seeds external application is beneficial in Joint pains.
Joint pains,105,A poultice of vasa leaves applied over the swelling of joints in order to get the relief from pain.
Kampavata( Parkinson's disease),15,5gms of Kapikacchu churnam cooked in milk for 5-10 min in low flame. Take this milk by adding sugar and one teaspoon Ghee twice a day to cure Parkinsonism and Male Infertility.
Lactation,14,"Equal quantity of Linseed, cumin seeds and fenugreek seeds are made into fine powder . This mixer is taken twice a day in the dose of 5 gram along with milk. This improves lactation"
Lactation,28,Administration of 10gms of leaves paste of dugdhika early in the morning regularly promots the milk production in lactating mothers
Lactation,31,The leaves are heated and applied over the breast as a bandage to induce milk secretion in lactating mothers. It is also beneficial in breast abscess
Lactation,47,"To increase lactation, mix 1 teaspoonful of cumin and sugar. Drink with warm milk daily in evening"
Lactation,53,"Prepare the paste of bitter gourd (karela) leaves and apply it over the breasts overnight, or, if possible, throughout the day. Use fresh leaves every day. It Promotes the location."
Lactation,65,"To increase lactation, mix 1 tsp of cumin, 7 cloves of fresh garlic, 1 tsp sugar in warm milk . Drink this garlic milk thrice a day"
Lactation,72,10gms of methi seeds are cooked well with 200 ml of milk and add jaggery till it reduced to 100ml. Internal administration of this milk twice daily helps to increase breast milk production.
Lactation,73,Take 5gms of Mishreya (Fennel) powder in a cup of barley soup 2 to 3 times a day to increase breast milk.
Lactation,91,Administratino of 3 grams of sariva root powder twice daily is useful to increase breast milk.
Lactation,93,"10 gms fresh or dry roots of satavari is boiled in 100ml of milk, till it reduced to 50ml. This milk is filtered and added with sugar. It is given to the lactating mothers, early in the morning to improve breast milk production."
Lactation,99,The seed decoction of takkolam (5 seeds boiled 100ml of water and reduced it into 25ml) is recommended to breastfeeding mothers to enhance breast-milk secretion.
Lactation,106,Eating four almonds in the morning that have been soaked overnight helps to improve the flow of milk.
Laxative,2,"10-15 gms of Triphala Powder (amalaki, haritaki and vibhethaki) is used internally with Amalaki Emblica officinalis, Euphorbiaceae Vernacular names hot water after food at night"
Laxative,28,"The leaves can be prepared as chutney and taken Dugdhika Euphorbia hirta , Euphorbiaceae Vernacular names along with food. This acts as a Laxative and Coolant"
Leucoderma,5,The leaves paste of aparajita applied thickly on the vitiligo patches and expose to sunlight. It has to continue for minimum 1 month to stimulate melanocytes
Leucoderma,74,50 ml of radish juice is cooked with 100 ml of sesame oil till all the moisture is last from the oil. Then it is filtered and stored. Regular application of this oil over the lesions of leucoderma has good benefits followed by suitable internal medication.
Leucoderma,84,"Paste prepared from bark powder of parisha and cowʼs urine, is applied externally over leucoderma to get the normal colour of the skin."
Leucoderma (Switra),35,"The mixture of equal quantity of Gunja seeds, paste Chitrak (plumbago) root paste is applied over the white patches and exposure to the sunlight 10-15min during early morning is beneficial."
Leucorrhea,64,The whole plant of Lajjalu powder given in the dose of 5 grams with rice water twice daily cures leucorrhea.
Leucorrhoea,3,"Decoction of guava leaves is used as a vaginal and uterine wash, especially in leucorrhoea"
Leucorrhoea,10,"Equal quantity of Ashoka bark, Amalaki fruit and Nagakesar powders are mixed well. 1-2 gram of this powder is mixed with a cup of rice washed with water or sweet buttermilk and administered twice daily. This pacifies leucorrhea very effectively"
Leucorrhoea,13,2 ml of fresh latex is added to 100ml of milk and taken early in the morning in empty stomach. This pacifies long persisting non specific leucorrhoea by 20-30 days medication.
Leucorrhoea,18,"The juice of whole plant of bhumyamlaki in the dose of 20-30ml in early morning should be administered once daily in case of leucorrhoa, menorrhagia, and other urinary disorders"
Leucorrhoea,28,The paste of the leaves 5- 10 gms is given orally along with butter milk twice daily is useful in leucorrhoea.
Leucorrhoea,35,Intake of 5 gm gunja root powder with rice water after food twice daily is beneficial in leucorrhoea
Leucorrhoea,43,"The leaves of jalapippali powder along with cumin seeds in equal quantity, is mixed well and given in the dose of 5 to 10 grams twice daily is beneficial in Leucorrhoea"
Leucorrhoea,45,3-5 flowers of japa paste boiled in 100ml of milk till it reduced to 50ml added with little jaggery and 3 grams of yavani (Trachyspermum ammi) should be given in leucorrhoea daily once.
Leucorrhoea,77,3gms of Nagakesar powder taken with one cup of buttermilk for twice a day and keeping on diet of buttermilk is beneficial.
Liver disorders,17,Fresh juice bringaraja 10‒15 ml is taken early in the morning preferably in the empty stomach for 7-12 days helps significantly in the treatment of liver disorders and obstructive jaundice.
Liver disorders,49,Intake of 10 ml fresh juice of kalamegha with honey twice or thrice daily is very good for liver as Andrographis protects the liver against toxins.
Loss of appetite,7,"Eating slices of ginger sprinkling with salt before meals. It Stimulates digestion, add relish and purifies tongue and throat."
Loss of libido,58,"Equal quantity of Musali root, Aswagandha root, Gokshura fruit, Kapikacchu seed, Amalaki fruit are taken together. Take 5gms of this mixture in 100ml of milk and little jaggery added to cure sterility and loss of libido."
Low back ache,81,"50 gram of Nirgundi leaves , 200 ml of sesame oil and 800 ml of water or leaf decoction/ fresh juice are taken together and oil is cooked until free of moisture. This oil is used to apply over the joints and painful area of low back acts as very good analgesic and anti inflammatory ."
Lymphadenitis,24,"A paste of Chitraka roots and gingelly oil is used as an external application for pile mass, cervical lymphadinitis, and inguinal lymphadinitis."
Male infertility,17,3 grams seeds or seed powder is soaked in sugar water for half an hour and taken daily in the morning and evening. This helps to improve the sexual vigour and promotes the sperm count
Male infertility,33,The mixer of 5gms of Gokshura powder and 5gms of Ashwagandha powder is boiled in 100 ml of milk till it reduced to 50ml. Administration of this decoction twice a day for ten days stimulates secretion of Testosterone and promotes spermatogenesis.
Memory and speech improvement,104,"Regular intake of vacha (500mg) mixed with honey and ghee, early morning in empty stomach for 1 month is highly beneficial"
Memory Boster,22,"Take 1 part of dry Brahmi, 1 part almonds as well as 1/4th part of black pepper. Grind all of them in water and prepare tablets of 3 gm each. Give 1 tablet twice daily with milk. It increases the memory power and intellect."
Memory enhancement,47,This spice is known to be the brain food and it enhances memory. Take 3 grams of powdered black cumin seeds mixed with a little honey and lick it every morning for a few weeks. This will improve memory.
Memory enhancement,102,"Every night, take half a teaspoonful of honey mixed with 3gms of powdered cinnamon. This improves memory."
Memory enhancement,106,Soak a few almonds in water overnight and next morning peel off the thin red skin and ground it into a paste. Have one teaspoonful of this paste daily with milk before breakfast regularly for a period of three to four months will prove to be to improve the memory in children.
Memory Enhancer,5,The fresh root paste of aparajita should be given in a dose of 1-3 grams with ghee twice daily for increasing memory and intelligence.
Menorrhagia,5,"1 gram of aparajita flowers powder should be given Aparajita Clitoria ternatea, Fabaceae Vernacular names thrice daily with honey for bleeding disorders of uterus."
Menorrhagia,10,"10 grams of Ashoka bark is boiled in 200ml of water till it reduced nto ¼ th . This filtered decoction is administered orally twice daily before food. If required, a teaspoon of honey or jaggery can be added to this. It subsides excessive bleeding during menses."
Menorrhagia,75,Internal Administration of 5gms of plant paste of mundi with butter milk twice daily beneficial in treating bleeding piles and menorrhagia.
Menorrhagia,105,Internal administration of 15 ml of vasa leaves juice with jaggery twice a day is beneficial.
Menstrual cramp,107,Consuming Yashtimadhu (licorice) root tea every day starting three days before suspected Menstrual cycle periods of the month can help to reduce PMS symptoms and muscle cramps.
Menstrual cramps,26,20gms of Coriander seeds boiled in 100ml of water and reduced to 1/4th and administered twice daily is beneficial in menustral cramps.
Menstrual irregularities,32,Regular intake of raw papaya also acts as a uterine tonic and cures ailments pertaining to reproductive organs. However consumption of the fruit should be avoided during pregnancy as some times it may lead to abortion
Menstrual irregularities,83,10-15 gram of Palasha bark is taken and decoction is made. This is taken twice daily for 12-14 days prior to expected date of menstruation. This should be carried till the date of menstruation. The medication is continued for three consecutive cycles. Flowers of palasa 160gms mixed with double sugar should be taken with milk twice daily also beneficial in Menstrual irregularities
Menstrual pain (Dysmenorrhea),8,The seed of arishtaka (soap nut) has a small white or greenish yellow marrow. 5 seeds marrow paste is administered along with 2 teaspoonful of sesame oil in case of abdominal pain and menstrual pain
Mosquito repellant,94,The leaf and seed extract of Mexican poppy possess larvicidal properties which acts as a mosquito repellant.
Mosquito repellent,54,Soaking a bit of cloth within camphor oil as well as leaving it in the corners of the house. It helps drive away mosquitoes as well as flies.
Mosquito repellent,86,"Leaves of parnayavani crushed and placed in a room will act as a natural mosquito repellent. Or Make a Parnayavani (karpooravalli) Coleus Amboinicus, Lamiaceae Vernacular names paste of ajwain seeds and leaves with mustard oil and place this paste in room corners will prevent the entry of mosquitoes in room."
Mosquitoes Repellent,80,"Fumigating the house with dried neem leaves or all parts of the plant mixed with ghee, acts as mosquitoes repelleut."
Motion sickness,95,"10gms of curry leaf fine powder is mixed with 1 teaspoon of cardamom fine powder and mixed thoroughly. During journey, this mixture is taken (1-2 pinch) with a cup of hot water. This reduces the Saurabhanimba Murraya koenigii, Rutaceae Vernacular names chances of food poisoning and keeps healthy during travel."
Mouth ulcer,13,5-6 tender shoots paste of Asvattha is retained in the mouth and chewing for 5-10 minutes is helps to relieve stomatitis.
Mouth ulcer,89,"30gms of bark coarse powder boiled in 200ml of water till the mixture is reduced to 1/4th. The filtered decoction of this mixture is used for mouth gargling (rinsing), 3-4 times in a day. This helps to cure mouth ulcers and stomatitis"
Mouth ulcer,95,Curry leaves powder is mixed with honey and applied over the mouth ulcer for 2-3 days relieves stomatitis.
Mouth Ulcers,3,"Guava leaves decoction can be used externally for rectal prolapse in children, and used as gargling for chronic ulcers and mouth ulcers."
Mouth ulcers,10,"One fistfull of Ashoka flowers and half fist of coconut pulp are taken and churned well in mixer grinder. To this, as per taste, salt, black pepper, curry leaves and coriander can be added. This recipe is very useful in treating gastritis, mouth ulcers, GERD."
Mouth Ulcers,18,The decoction prepared from leaves and roots of bhumyamlaki is used for gargling for aphthous ulcers.
Mouth ulcers,19,10 gms coarse powder of Bibhitaka stem bark in one cup of water made a decoction is used for gargling in case of mouth ulcers.
Mouth ulcers,20,Consume the mixture of a 20ml of bilva fruit pulp and a teaspoon of sugar in the morning on an empty stomach for 3 days. It heals stomach and mouth ulcers.
Mouth Ulcers,21,Raw tender fruits chewing regularly is beneficial to heal mouth ulcers.
Mouth ulcers,26,"Paste of Coriander leaves apply on to mouth ulcer for 2 to 3 times a day, will get relief from mouth ulcers."
Mouth Ulcers,51,20 gms of Kanchanara bark powder boiled in 200 ml of water till it reduced to 50 ml . Use this decoction for gargle 2-3 times a day is extremely effective cure for mouth ulcers
Mouth ulcers,57,5-10 grams of khas khas seeds are soaked in 100ml of water. This is made into fine paste and applied to the lesions of mouth ulcers.
Nasal bleeding,29,Administration of 2-5 drops fresh juice of durva grass and ghee to each nostril is useful to stop nasal bleeding.
Nasal bleeding,82,White onion juice 2-3 drops is installed into nostrils.
Nasal bleeding,90,"Equal quantity Sadapushpa Catharanthus roseus, Apocynaceae Vernacular names of juice of Sadabahar flower and pomegranate tender buds are instilled to the nostrils (3drops in each nostril) in case of nasal bleeding."
Nasal Block,69,"Equal quantity of black pepper, Cardamom, Cumin seeds, Cinnamon are mix and grind into fine powder. Pinch of this fine powder, Sniff 3 to 4 times a day help in opening the nasal block."
Nasal congestion,27,"The whole plant of dronapushpi is crushed and boiled in water. The steam is used for inhalation in nasal congestion, cough, cold, fever and headache etc"
Nasal congestion,83,10-20ml of bark decoction is administered along with a pinch of salt. This relieves the nasal congestion significantly.
Nasal congestion,99,Steam inhalation (10gms seeds powder put in hot water to get steam) of star anise acts as a decongestant
Nasal polyp,92,"In 25 ml of mustard oil add with 2 pinch of salt and heated and cooled. 3 drops of this Sarshapa Brassica campestris, Brassicaceae Vernacular names oil is instilled luke warmly into each nostrils for the treatment of nasal polyps. It is also applied externally over pile mass to shrink the mass and to relieve pain."
Nasal polyps,81,"Internal administration of 3gms of fruit powder with warm water daily once is cures disorders of nasal passages, especially rhinitis Nirgundi Vitex negundo, Vrbinaceae Vernacular names and nasal polyps."
Nausea,66,"In cases of nausea and vomiting, make a paste by combining clove powder with honey. Licking of this paste would relieve the nausea. Nausea can also be relieve by chewing 1 or 2 cloves."
Night Blindness,1,"Administration Agastya Sesbania grandiflora, Fabaceae Vernacular names of 3gms of agastya flowers paste processed in ghee recommended for night blindness."
Obesity,24,Administration of 3gms of Chitraka root powder with honey and keeping on wholesome diet for 3 months is useful in reducing Obesity.
Obesity,29,A fistful of whole plant of Durva washed thoroughly and is crushed and fresh juice is obtained. This is administered internally in the dose of 5-10 ml two to three times a day.
Obesity,37,Intake of 5gms of haritaki powder with warm water in the early morning on empty stomach can regulate hunger when combined with proper diet and exercise help to reduce weight naturally.
Obesity,60,Regular in take of horse gram soup daily once is beneficial in reducing obesity.
Obesity,61,"Daily intake of aloevera juice (20ml) on empty stomach early morning helps to reduce body weight, treats menstrual irregularities and pain during menstrual periods."
Obesity,71,"10gms of meshashringi leaves paste boiled in 100ml of water till it reduced to 25ml. This Meshashringi Gymnema sylvestre, Apocynaceae Vernacular names decoction administered twice a day for 3 to 4 weeks is beneficial in obesity and hypercholestrolemia etc."
Obesity,73,"5gms of haritaki powder, 5gms of Mishreya (Fennel) seed powder are boiled in 100ml of water till in reduced to 1/4th. Strain and mix a teaspoon of honey and drink this solution in the morning on an empty stomach."
Obesity,74,1-2 big radish roots are chopped and is added into 500ml of hot water and kept for 1-2 hours. Later it is filtered and this water is used for drinking throughout the day. This helps to reduce the body weight.
Obesity,95,"10 grams of curry leaves powder boiled in 100 ml of hot water till it reduced to 1/4th . It is consumed, preferably during empty stomach in the early morning (before going to walk). regularly for 2-3 weeks helps to reduce the body fat."
Obesity,96,"Daily 1 drumstick is cut into pieces and cooked in 100ml of water till it reduced to 1/4th .This is taken once daily, preferably during evening, before food. This has good benefit hyper cholesterol, improper fat metabolism, and lethargy."
Oligospermia,12,Regular intake of 5 grams of Ashwagandha root powder mixed with honey and ghee twice daily is helpful to relieve the senile debility and seminal disorders especially oligospermia.
Oligospermia,93,"Fine powder of equal quantity of Shatavari, Ashwagandha and Kapikacchu are mixed together. 3-5 grams of this mixture is cooked with a cup of milk for 5 minutes, filtered and consumed. This promotes sexual libido and increases the sperm count too."
Osteoporosis,9,10 grams of arjuna bark powder is boiled in 200ml of water till it reduced to ¼ th and filtered. This decoction is consumed along with half a teaspoonful of jaggery and a teaspoonful of honey. This is useful for the treatment of osteoporosis and fatigue caused during old age.
Painful swelling,23,Luke warm leaves paste of changeri used as an external application in the painful swelling or any inflammation. This will provide a cooling effect to these areas and reduce the symptoms.
Painful urination,33,"5gms of Gokshura Tribulus terrestris, Zygophyllaceae Vernacular names gokshura fruit powder and 3gms of coriander seeds are boiled in 100ml of water till it reduced to 25ml. Administration of this decoction twice a day for few days is beneficial in painful micturition."
Palpitation,102,"In cases of palpitation one should, chewed a piece of cinnamon."
Pedal oedema,88,Whole plant is made into fine paste and warmed a little. This is applied to the extremities where the swelling is found. Regular application reduces the swelling.
Peripheral neuritis,9,"Equal quantity of Arjuna, Asana (Pterocarpus marsupium) and Bilva (bael tree) barks fine powders mixed well. 3 gms of this mixture is given in empty stomach along with a cup of water for the treatment of peripheral neuritis or numbness."
Peripheral Neuropathy,48,The crushed flowers of kadali (banana) tree fried with castor oil slightly and be used for fomentation or as a bandage on the extremities for burning sensation.
Petechial hemorrhage,4,"The paste red colored apamarga leaves paste is applied over the oedematous lesions, inflamed area and over the petechial parts of the body. This helps to cure is discase within 2-3 days"
Pharyngitis,89,1- 2 Tender leaves chewed of anjeer and retained in the mouth for 10 minutes then spit it out. This helps to pacify the sore throat and pharyngitis
Piles,20,"Crush an unripe bilva fruit, 3gms of dried ginger and 3gms of fennel soak this mixture in 200ml of Hot water over night. Consume this water in dose of 50ml 3 to 4 times a day to heal piles."
Piles,24,Chitraka root powder is taken in dose of 2 gms with butter milk thrice a day.
Piles,25,Dry the peel of a sweet pomegranate and make a fine powder. Take five grams of this powder twice a day regularly with butter milk inorder to get the relief from piles.
Piles,29,10 gms of Durva grass paste is boiled in 100ml of water till it reduced to 50ml and consumed twice daily to cure piles.
Piles,37,"A sitz bath with 10gms of Haritaki or Triphala powder, in half a bucket of hot water, for 10 minutes, before bath, is useful in reducing the swelling and pain in piles."
Piles,39,Regular intake of 100 ml of buttermilk with a pinch of hing twice or thrice a day is highly beneficial in piles.
Piles,40,The decoction prepared from the roots or Whole plant of indravalli (20gms of paste is boiled in 200ml of water and till it reduced to 50ml) twice daily can be given for piles.
Piles,43,Administration of the chutney prepared with leaves of jalapippali is effective in curing piles.
Piles,44,Regular intake of Jamun fruits for 2 to 3 months will help healing bleeding piles.
Piles,47,Add one teaspoonful of roasted cumin (jeera) powder to a glass of buttermilk and have it twice daily for a few weeks
Piles,52,"Karanja bark 3 gms and Triphala powder 3gms are boiled in 200ml of water and reduced it into 1/4th ,to made decoction. It is administered internally (in the dose of 25 ml twice a day) and externally (for sitz bath ) in case of post operative care of ano-rectal alkaline therapies (Kshara therapy)."
Piles,64,Lajjalu leaves fine paste should be applied as a poultice regularly on piles. it will greatly ease the burning and bleeding.
Piles,68,Intake of 3gms of Manjishta root powder along with ghee twice a day is beneficial in Bleeding piles.
Piles,72,10gram methi seeds powder consumed with lukewarm water along with half spoon of ghee. This relieves constipation as well as piles.
Piles,77,2-3 grams of Nagakesar powder is taken and rubbed well with ghee and made a fine paste. This is applied to the anal region in cases of piles. It is given internally also in the dose of 3 grams once or twice a day to stop heavy bleeding caused due to piles.
Piles,83,"The Palash resin (oozed out from the stem of the tree) is taken 2-3 gram and mixed with warm water and administered, especially to the children. This pacifies haemorrhoids quite effectively."
Piles,87,"The use of butter milk kept in a vessel anointed internally with the paste of pippali, pippalimula, cavya (piper chaba), vidanga (Embelia ribes), sunthi (zingiber officinale) and haritaki (terminalia chebula) is wholesome."
Piles,91,"5 gms of sariva root powder is administered twice daily for dysentery, leucoderma and piles etc."
Piles,100,5gm Sesame seeds powder is administered with butter reduces the pain and bleeding in Haemorrhoids.
Pimples and dark spots,68,"Take 1 teaspoonful of Raktachandana, 1 teaspoonful of Manjishta powder, 5-7 drops of lemon juice and rose water. Mix all ingredients to form fine paste. Apply this paste over the face and let it dry for 20 minutes, wash off with cold water. This face pack used 2 times a week is beneficial."
Polyurea,71,5 gms of meshashringi leaves powder should be administered with warm milk in case of polyurea.
Postpartum care,40,"Indravalli leaves paste applied and tied over the lower abdomen of the delivered woman for one Indravalli Cardiospermum halicacabum, Sapindaceae Vernacular names week after delivery. This helps in expulsion of waste products out of the uterus"
Postpartum Care,77,"Equal (Each 3 gms) of Nagakesar and seeds of sounf(fennel seeds) are taken and fine powder is made or else its decoction is made. This is consumed twice daily for 3-4 days regularly. This helps to cleanse Nagakesara Mesua ferrea, Guttiferae Vernacular names the uterus in the conditions like abortion and after delivery"
Postpartum Care,79,"Administration of linctus prepared from flowers of narikela helps to improve health of uterus, regulate bleeding after delivery and acts as galactogogue"
Prameha (Diabetes),2," Intake of 25ml Amalaki juice added with 3 gms of turmeric powder twice a day before food is useful in prameha, (urinary disorders including Diabetes)."
Prameha (Diabetes),72,"The powder prepared from equal quantity of methi seeds and turmeric should be administered in the dose of 5 -10 grams daily along with water, preferably on empty stomach."
Prameha (Diabetes),95,"5-10 gram of dried powder of curry leaves is consumed twice daily for significant decrease in blood sugar levels. Hence, this can be administered safely as an adjuvant along with any of the anti diabetic drug."
Prameha( Diabetes),4,3 gram each of Apamarga seeds and Methi seeds powder is taken early in the morning in empty stomach along with one cup of warm water. This is very effective against diabetes and obesity. This decreases the excessive hunger and thirst.
Prameha(Diabetes),20,Take 15ml of leaf juice once in a day before food to manage diabetes and reduce excess urination.
Prameha(Diabetes),21,"15 ml of Bimbi Coccinia indica, Cucurbitaceae Vernacular names bimbi root juice twice a day before food is useful to control sugar lavels in diabetes. It can also be administered as a adjuvant for medicines of diabetes."
Prameha(Diabetes),98,Take 5gms of Amalaki powder and 5gms of sandal powder along with warm water twice daily effective in urinary related problem including Diabetes.
Pregnancy,62,Saffron advised to pregnant women starting about 7th month onwards. 5-6 stigmas of saffron have to be given with a cup warm milk at night.
Premature greying of hair,95,"20 gram of fresh curry leaves paste cooked in 100 ml of coconut oil (or sesame oil) till the moisture evaporates. Regular application of this oil to the scalp helps to reduce greyhair, promotes hair growth and useful in dandruff as well."
Prolapse of Uterus,53,The uterus prolapsed is restored to its normal position by application of Karavellaka root paste followed by press up prolapse to its position and give T bandage.
Promotion of vision,62,Internal administration of 20mg of Saffron for 3 months proved significant improvement in vision acuity and retinal function. Also beneficial in macular degeneration.
Puerperal disorders,81,"3gms of nirgundi leaf paste, 3gms of garlic clove paste, 3gms of dry ginger powder and 2 gms of pippali powder boiled in 100 ml of water and reduced to 25ml. Intake of this decoction daily once for 15 days after delivery, will destroys all disorders caused in puerperal stage."
Purgative,6,"3-4 inches of the mature fruit pulp de-seeded and Aragavadha Cassia fistula, Caesalpiniaceae Vernacular names soaked in water overnight . In the morning ,this water is taken with little jaggery. This relieves gaseous distention by 2-3 safe purging."
Quicker chemotherapy recovery,57,5 gms of Poppy seeds and 5 badam soaked in 100ml of milk. Deskinned badam and blended together in a mixer. Drink this milk once a day is an excellent remedy for all cancer patients undergoing chemotherapy and suffering from burning sensation from tongue to intestines.
Recurrent cold in children,92,"Equal quantity of Mustard and pepper powder are taken in small piece of cloth (or cotton gauge can be used). This is kept in the middle of the scalp and tied properly for 30-45 minutes every day preferably in early morning or late evening. This is used as a remedy for recurrent cold, rhinitis, cough, pharyngitis, tonsillitis, in children."
Recurrent UTI,88,"Punarnava, Punarnava Boerhaavia diffusa, Nyctaginaceae. Vernacular names Tribulus (go kshura) and coriander (dhaniya) are taken in equal quantities. Decoction or hot infusion is prepared. This is administered twice or thrice daily. It is very effective against the burning, micturition dysuria and in urinary tract infections."
Rejuvenation,2,"Regular intake of amalaki fruits is recommended for rejuvenation. In retains vitality, increases life span, youthfulness and resistance power"
Rejuvenation,12,5gms Ashwagandha powder is cooked with 200 ml of milk till it reduced to 100ml. This is filtered and consumed when it is lukewarm. This promotes the vigor and is an established rejuvenator.
Rejuvenation,17,"Intake of powder of bringaraja leaves, black sesamum, amalaki and sugar in equal quantity acts as a Rasayana. (Immuno modulator)."
Rejuvenation,93,"5-10 gram of root powder of Shatavari is administered along with powdered sugar candy, twice a day. This relieves work exhaustion, numbness, neuritis, fatigue, lethargy, loss of libido etc."
Renal calculi,18,Regular intake of 20ml of bhumyamlaki whole plant juice daily once is very effective in breaking the stones.
Renal calculi,60,"Take 20gms of kuluttha (horse gram) in 500ml of water and boil in pressure cooker about 5 to 7 whistles. Collect soup, add 2 teaspoon crushed pomegranate seeds and take once a day. This is especially useful in kidney and bladder stones."
Renal calculi,79,Intake of coconut flower paste 2gms with curd once a day is effective against kidney stones.
Rhinitis,46,"For Chronic cold and rhinitis in children , powder of nutmeg mixed with mustard oil can be applied at the middle of the head regularly."
Ringworm,94,20 gms of fresh leaves paste boiled in 200 ml of water till it reduced to 50 ml. This decoction is used to wash the ringworm affected area.
Scabies,16,The root paste is applied topically for Scabies.
Scabies,21,Fistful of leaves are soaked in 100 ml of coconut oil and placed in the sun for three days. This oil is applied over fungal infections in order to get the relief in itching and scabies.
Scabies,24,"Chitraka mula tailam is helpful external remedy in skin infections like scabies, carbuncles, and ulcers."
Scabies,38,The paste of harita manjari leaves with salt and applied externally is beneficial to cure scabies.
Scabies,84,Paste of flowers of parisha is applied over skin diseases like pruritis and scabies.
Sciatica,15,5gms of atmagupta root powder boiled in 200 ml of water and reduced it into 50ml. Drinking this filtered decoction twice daily for a month in Sciatica .
Sciatica,31,"10 grams of eranda root powder boiled in 100ml of milk and reduced to half is administered Eranda Ricinus communis, Euphorbiaceae Vernacular names orally twice daily to relieve the pain in sciatica. It also cures constipation."
Scorpion bite,27,"The constant rubbing of dronapushpi leaves paste over bitten skin region can provide relief from pain and burning wasp bite, scorpion bite other insect bites"
Scrotal Enlargement,31,10ml of castor oil mixed with one cup of milk should be taken daily once during night time after food for a month.
Scrotal Enlargement,41,3grams of Indravaruni root powder mixed with castor oil and is taken along with Cowʼs milk twice daily is beneficial in scrotal enlargement.
Seasonal allergy,69,"Tea prepared with equal quantity of black pepper, liquorice root, cardamom seeds, basil and dry ginger must be taken warm a couple of times each day to alliavate seasonal allergy."
Sexual libido,70,"Equal quantity of fried black gram and sesame powders are mixed well . 5 gms of this powder is mixed with a teaspoon of jaggery and taken daily along with milk, after food. This acts as a very good energizer. It is traditionally used as a tonic to improve sexual libido. This remedy can be continued for a period of 4 ‒ 6 weeks time and is not suitable for diabetic patients."
Sinusitis,27,3-5 drops of dronapushpi flowers juice is used as nasal drops in order to get the relief from sinusitis.
Skin Allergy,58,External application of leaves paste of krishna musali over the effected area of skin is useful.
Skin Allergy,74,Paste of1-2 Raddish roots is applied over the skin/face. This is retained for 15-20 minutes and washed thoroughly (avoid those highly sensitive to radish). This rehydrates and detoxifies the skin.
Skin Care,61,External application the aloevera gel with honey followed by massage and leave it for 2 hours regularly. its promotes the softness of skin and dark spots become light.
Skin discoloration,83,"Fresh flowers paste is applied over the discolored area of the skin regularly, twice or thrice a day. This helps to restore the original skin color."
Skin disease,75,"The leaves of mundi are dried in shade, powdered and given in the dose of 3 grams twice daily internally useful for skin ailments as blood purifier."
Skin diseases,49,"Equal amount of neem and triphala powders are mixed well. Administration of the decoction (5gms of this mixture boiled in 100ml of water till it reduced to 1/4th), is used both for internal and external purpose. Externally it is used to wash the wounds in case of chronic skin diseases and in ulcers. Internal administration twice daily is effective in diabetes, itching skin diseases and even in several eye disorders."
Skin diseases,68,"3gms Manjishta and 3gms Sariva (Hemidesmus indicus) in one cup of water , prepare a decoction in herbs are well known blood purifiers. Their combination cures several skin diseases very effectively."
Skin glow,77,1-2 pinches of naganeear rubbed well with water and add red sandalwood (Raktachandan). This paste is applied over the face after thorough wash of face. Regular application helps to get lustrous skin and to remove the dark marks over the face.
Skin Itching,54,"Camphor oil application is good for skin and also removes skin itching, rashes and also inflammation."
Skin rashes,92,50 gms of turmeric paste is cooked with 100 ml of Mustard oil till the evaporation of moisture content. This oil is applied all over the body to pacify itchy rashes.
Snake bites,50,"For toxic snake bites, one Lotus flower can be ground well and given along with water internally at regular intervals."
Sore throat,36,"Take 1 cup milk, 3gms of turmeric powder and 3gms of black pepper powder,heat on medium flame for 4 to 5 minutes. Drink this Golden milk daily at bed time."
Sore throat,78,Take 5 ml of betel leaves juice and 5gms of licorice powder mix in a glass of warm water. This water can take internally as well as gargle. Singers can frequently utilize this cure to maintain their vocal chords healthy.
Sore throat,108,5gms of Ajwain seed powder boiled in 100ml of water. Use this water for Gargling for Sore throat.
Splenomegaly,81,20-30 ml of leaf juice along with the same quantity of cows urine is mixed and given early morning for spleenomegally for 2-3 month. Also external application of the leaf paste over the inflammed spleen area also beneficial.
Sprains,108,"Make paste of 10 gms of Ajwain seed powder, little salt and turmeric in gingerly oil and apply thick luke warm paste on the sprained area"
Stammering,104,"Vacha rhizome powder, if consumed daily in the dose of 100 to 500 mg with honey is very beneficial for stammering speech and also in strengthening the nervous system. It should be noted that a dose above 1 gram may lead to vomiting."
